Transect,SamplePnt,X,Y,Z,DistAlongTrans,SMoist2019,SMoist20_1,SMoist20_2,SMoist2020,SMoist20_3,TWI_1,planCurv_1,proCurv_1,slope_1,Nd201903_1,Nd201907_1,Nd201911_1,Nd202002_1,Nd202010_1
1000,,267153.5221,6042525.101,80.55999756,0,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.940255642,-1.426439881,0.00202726,0.687207699,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267153.7786,6042524.058,80.58000183,1.326573293,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,8.049465179,-2.389635324,-0.004528832,0.600983083,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267154.0351,6042523.016,80.58000183,2.653146586,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,8.049465179,-2.389635324,-0.004528832,0.600983083,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267154.2917,6042521.973,80.55999756,3.979719879,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.219055176,0.327950239,-0.002050562,1.641375065,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267154.5482,6042520.93,80.58000183,5.306293172,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.219055176,0.327950239,-0.002050562,1.641375065,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267154.8048,6042519.887,80.58000183,6.632866465,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.219055176,0.327950239,-0.002050562,1.641375065,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267155.0613,6042518.845,80.51999664,7.959439758,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.561117172,-0.761780202,-0.012218948,1.16666162,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267155.3178,6042517.802,80.48000336,9.286013051,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.561117172,-0.761780202,-0.012218948,1.16666162,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267155.5744,6042516.759,80.48999786,10.61258634,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.561117172,-0.761780202,-0.012218948,1.16666162,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267155.8309,6042515.717,80.54000092,11.93915964,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.467952251,0.562232375,-0.002000136,1.343728542,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267156.0874,6042514.674,80.51000214,13.26573293,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.427716255,0.089793272,0.00086715,1.50930047,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267156.344,6042513.631,80.5,14.59230622,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.427716255,0.089793272,0.00086715,1.50930047,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267156.6005,6042512.589,80.5,15.91887952,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.602163792,-0.324692816,0.005335171,1.301807284,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267156.857,6042511.546,80.51999664,17.24545281,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.602163792,-0.324692816,0.005335171,1.301807284,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267157.1136,6042510.503,80.54000092,18.5720261,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.602163792,-0.324692816,0.005335171,1.301807284,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,1001,267157.3701,6042509.46,80.58999634,19.89859939,0.455464363,0.449630678,0.434620529,0.331950247,0.390204579,7.492017269,0.826143622,0.00289604,1.554801583,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267157.5863,6042508.459,80.66000366,21.16428454,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,7.492017269,0.826143622,0.00289604,1.554801583,0.22334455,0.299649119,0.230925739,0.177365988,0.30542779
1000,,267157.8024,6042507.458,80.66000366,22.42996969,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,7.492017269,0.826143622,0.00289604,1.554801583,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267158.0186,6042506.456,80.66000366,23.69565484,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.336766243,0.902618527,0.001611433,0.600877225,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267158.2348,6042505.455,80.64833069,24.96133999,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.336766243,0.902618527,0.001611433,0.600877225,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267158.4509,6042504.453,80.63999939,26.22702514,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.336766243,0.902618527,0.001611433,0.600877225,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267158.6671,6042503.452,80.65000153,27.49271029,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,7.411665916,0.309388548,0.005946014,1.872240543,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267158.8833,6042502.451,80.63999939,28.75839544,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,7.411665916,0.309388548,0.005946014,1.872240543,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267159.0994,6042501.449,80.62999725,30.02408059,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.044137955,-0.918308258,-0.013563679,0.942830622,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267159.3156,6042500.448,80.62000275,31.28976574,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.186133385,-0.268875211,-0.002157464,0.849893451,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267159.5318,6042499.446,80.58000183,32.55545089,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.186133385,-0.268875211,-0.002157464,0.849893451,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267159.7479,6042498.445,80.55000305,33.82113604,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.186133385,-0.268875211,-0.002157464,0.849893451,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267159.9641,6042497.444,80.56999969,35.08682119,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.184459686,0.566647828,0.011579467,0.897553921,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267160.1802,6042496.442,80.59999847,36.35250634,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.184459686,0.566647828,0.011579467,0.897553921,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267160.3964,6042495.441,80.58999634,37.61819149,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.184459686,0.566647828,0.011579467,0.897553921,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267160.6126,6042494.44,80.56999969,38.88387664,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,9.105613708,0.539023101,0.004951139,0.266779363,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267160.8287,6042493.438,80.58999634,40.14956179,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,9.105613708,0.539023101,0.004951139,0.266779363,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267161.0449,6042492.437,80.59999847,41.41524694,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,9.105613708,0.539023101,0.004951139,0.266779363,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267161.2611,6042491.435,80.58999634,42.68093209,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.73856926,1.340697169,0.004790888,0.471325397,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267161.4772,6042490.434,80.59999847,43.94661724,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.73856926,1.340697169,0.004790888,0.471325397,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267161.6934,6042489.433,80.61000061,45.21230239,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.73856926,1.340697169,0.004790888,0.471325397,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267161.9096,6042488.431,80.58000183,46.47798754,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.09046936,-0.264072627,-0.000515092,1.067137361,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267162.1257,6042487.43,80.56999969,47.74367269,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.473773956,0.209279284,-0.002548504,0.687207699,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267162.3419,6042486.428,80.62000275,49.00935784,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.473773956,0.209279284,-0.002548504,0.687207699,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267162.5581,6042485.427,80.62999725,50.27504299,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.107232094,1.223907709,0.016934743,1.067236662,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267162.7742,6042484.426,80.55999756,51.54072814,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.107232094,1.223907709,0.016934743,1.067236662,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267162.9904,6042483.424,80.52999878,52.80641329,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.107232094,1.223907709,0.016934743,1.067236662,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267163.2065,6042482.423,80.55999756,54.07209844,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.218074799,-1.340198159,-0.002413366,0.897601128,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267163.4227,6042481.421,80.58000183,55.33778359,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.218074799,-1.340198159,-0.002413366,0.897601128,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267163.6389,6042480.42,80.55000305,56.60346874,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,8.218074799,-1.340198159,-0.002413366,0.897601128,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267163.855,6042479.419,80.55000305,57.86915388,0.431387663,0.43877697,0.430684566,0.250442594,0.426695883,7.503122807,-0.3018502,0.001288942,1.900241017,0.160013199,0.281621248,0.241895258,0.132485256,0.348998785
1000,,267164.0712,6042478.417,80.58999634,59.13483903,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.503122807,-0.3018502,0.001288942,1.900241017,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267164.2874,6042477.416,80.59625244,60.40052418,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.503122807,-0.3018502,0.001288942,1.900241017,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267164.5035,6042476.415,80.63999939,61.66620933,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.96151638,0.015144709,-0.005716533,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267164.7197,6042475.413,80.62999725,62.93189448,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.96151638,0.015144709,-0.005716533,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267164.9359,6042474.412,80.68000031,64.19757963,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.96151638,0.015144709,-0.005716533,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267165.152,6042473.41,80.62000275,65.46326478,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.839553356,0.190517709,-0.005553913,1.16666162,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267165.3682,6042472.409,80.63999939,66.72894993,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.839553356,0.190517709,-0.005553913,1.16666162,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267165.5844,6042471.408,80.63999939,67.99463508,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.839553356,0.190517709,-0.005553913,1.16666162,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267165.8005,6042470.406,80.66000366,69.26032023,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.065639496,-0.271621406,-0.011025138,0.849768758,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267166.0167,6042469.405,80.66000366,70.52600538,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.065639496,-0.271621406,-0.011025138,0.849768758,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267166.2329,6042468.403,80.65000153,71.79169053,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.065639496,-0.271621406,-0.011025138,0.849768758,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267166.449,6042467.402,80.72000122,73.05737568,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.227433205,-0.063205346,0.001333322,2.108233452,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267166.6652,6042466.401,80.69000244,74.32306083,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.227433205,-0.063205346,0.001333322,2.108233452,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267166.8813,6042465.399,80.69000244,75.58874598,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.227433205,-0.063205346,0.001333322,2.108233452,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267167.0975,6042464.398,80.63999939,76.85443113,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.778472424,0.655853629,-0.003999641,1.11804533,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267167.3137,6042463.396,80.66999817,78.12011628,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.778472424,0.655853629,-0.003999641,1.11804533,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267167.5298,6042462.395,80.67500305,79.38580143,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.778472424,0.655853629,-0.003999641,1.11804533,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267167.746,6042461.394,80.69000244,80.65148658,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.668879509,0.816465437,0.014077075,1.269282818,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267167.9622,6042460.392,80.70999908,81.91717173,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.668879509,0.816465437,0.014077075,1.269282818,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267168.1783,6042459.391,80.66999817,83.18285688,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.190430641,-0.39281711,0.004999845,0.70707798,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267168.3945,6042458.389,80.58999634,84.44854203,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.16683054,0.10357292,0.005302512,2.386289358,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267168.6107,6042457.388,80.59999847,85.71422718,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.16683054,0.10357292,0.005302512,2.386289358,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267168.8268,6042456.387,80.56999969,86.97991233,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.16683054,0.10357292,0.005302512,2.386289358,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267169.043,6042455.385,80.59999847,88.24559748,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.93315506,0.401340932,-0.003170121,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267169.2592,6042454.384,80.62999725,89.51128263,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.93315506,0.401340932,-0.003170121,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267169.4753,6042453.383,80.62999725,90.77696778,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,7.93315506,0.401340932,-0.003170121,1.067137361,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267169.6915,6042452.381,80.66999817,92.04265293,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.449543953,-1.009578466,0.000513033,0.601053596,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267169.9077,6042451.38,80.63999939,93.30833808,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.449543953,-1.009578466,0.000513033,0.601053596,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267170.1238,6042450.378,80.66000366,94.57402322,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.449543953,-1.009578466,0.000513033,0.601053596,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267170.34,6042449.377,80.68000031,95.83970837,0.420941174,0.438558578,0.430684566,0.250309706,0.429513961,8.886158943,-1.333333373,-0.011111604,0.333404541,0.164981037,0.328143716,0.218904033,0.122054383,0.37027508
1000,,267170.5561,6042448.376,80.62999725,97.10539352,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.886158943,-1.333333373,-0.011111604,0.333404541,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267170.7723,6042447.374,80.67250061,98.37107867,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.886158943,-1.333333373,-0.011111604,0.333404541,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267170.9885,6042446.373,80.66000366,99.63676382,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.166157722,-0.419844806,-0.000875475,0.849868536,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267171.2046,6042445.371,80.61000061,100.902449,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.021504402,0.559813321,0.006545273,1.013759494,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267171.4208,6042444.37,80.62999725,102.1681341,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.021504402,0.559813321,0.006545273,1.013759494,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267171.637,6042443.369,80.68000031,103.4338193,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.618989468,-1.150933266,-0.023416538,1.536643147,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267171.8531,6042442.367,80.68000031,104.6995044,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.618989468,-1.150933266,-0.023416538,1.536643147,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267172.0693,6042441.366,80.68000031,105.9651896,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.618989468,-1.150933266,-0.023416538,1.536643147,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267172.2855,6042440.364,80.72000122,107.2308747,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.8182621,0.899821997,0.02352169,1.21336627,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267172.5016,6042439.363,80.73000336,108.4965599,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.8182621,0.899821997,0.02352169,1.21336627,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267172.7178,6042438.362,80.72000122,109.762245,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.8182621,0.899821997,0.02352169,1.21336627,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267172.934,6042437.36,80.69000244,111.0279302,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.727860451,-0.850471675,-0.009093547,1.380079865,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267173.1501,6042436.359,80.68000031,112.2936153,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.727860451,-0.850471675,-0.009093547,1.380079865,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267173.3663,6042435.357,80.70999908,113.5593005,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,7.727860451,-0.850471675,-0.009093547,1.380079865,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267173.5825,6042434.356,80.70999908,114.8249856,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.782158852,0.223805904,0.006944448,0.372643888,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267173.7986,6042433.355,80.72000122,116.0906708,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.782158852,0.223805904,0.006944448,0.372643888,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267174.0148,6042432.353,80.72000122,117.3563559,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.546626091,-0.253067464,-0.003110654,0.527038217,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267174.2309,6042431.352,80.69999695,118.6220411,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.734315872,0.176305681,0.003036949,0.404551566,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267174.4471,6042430.351,80.69000244,119.8877262,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.734315872,0.176305681,0.003036949,0.404551566,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267174.6633,6042429.349,80.68000031,121.1534114,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.734315872,0.176305681,0.003036949,0.404551566,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267174.8794,6042428.348,80.69999695,122.4190965,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.104654312,-0.634893239,-0.003743686,0.897553921,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267175.0956,6042427.346,80.69999695,123.6847817,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.104654312,-0.634893239,-0.003743686,0.897553921,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
1000,,267175.3118,6042426.345,80.72000122,124.9504668,0.420941174,0.453670055,0.435947329,0.268765181,0.429513961,8.104654312,-0.634893239,-0.003743686,0.897553921,0.215619698,0.33816424,0.252832621,0.162893087,0.279942542
